"order_id","customer_id","order_date","channel","product_name","qty","revenue","refund_flag","promo_used","is_subscription","shipping_cost","discount_amount","net_revenue","is_repeat","retention_method","join_date","complaint_id","issue","rating","review_text","date_traffic","source_traffic","visitors"
"O0146","C578","2025-03-16","GoFood","TropicalCleanse","3","135000","1","Diskon10%","1","15000","13500.0","121500.0","0","none","2024-11-29",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0147","C155","2025-02-26","Website","GreenJuice","3","120000","0","Diskon20%","0","5000","24000.0","96000.0","1","none","2024-12-22",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0148","C318","2025-03-01","GoFood","BerryBoost","2","80000","0","-","1","20000","0.0","80000.0","0","discount","2024-12-30",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0149","C474","2025-03-16","GoFood","TropicalCleanse","1","40000","0","Diskon20%","0","20000","8000.0","32000.0","1","subscription","2024-12-15",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0150","C514","2025-01-20","Gym","GreenJuice","1","40000","1","FreeOngkir","0","5000","0.0","40000.0","0","subscription","2024-12-06",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0151","C254","2025-02-26","Gym","TropicalCleanse","3","135000","0","Diskon10%","0","20000","13500.0","121500.0","0","none","2024-11-26",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0152","C347","2025-03-28","GoFood","TropicalCleanse","3","120000","0","FreeOngkir","0","15000","0.0","120000.0","1","subscription","2024-12-08",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0153","C259","2025-03-26","Gym","TropicalCleanse","1","40000","0","-","1","15000","0.0","40000.0","0","subscription","2024-12-16",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0154","C672","2025-03-31","GoFood","BerryBoost","3","135000","0","Diskon10%","0","15000","13500.0","121500.0","0","subscription","2024-12-26",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0155","C131","2025-03-27","GrabFood","TropicalCleanse","3","135000","0","-","0","5000","0.0","135000.0","0","discount","2024-12-30",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0156","C372","2025-02-09","Website","BerryBoost","2","80000","0","FreeTrial","0","15000","0.0","80000.0","1","none","2024-12-06","CMP0012",NULL,"3","Terlambat datang",NULL,NULL,NULL
"O0157","C104","2025-03-06","GrabFood","TropicalCleanse","3","105000","0","-","0","20000","0.0","105000.0","1","subscription","2024-12-26",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0158","C158","2025-01-21","Website","TropicalCleanse","3","105000","0","FreeOngkir","0","10000","0.0","105000.0","0","none","2024-11-20",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0159","C455","2025-03-20","Website","TropicalCleanse","2","70000","0","Diskon10%","1","20000","7000.0","63000.0","1","subscription","2024-12-31",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0160","C199","2025-02-17","GoFood","TropicalCleanse","2","80000","0","-","0","20000","0.0","80000.0","1","none","2024-11-05",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0161","C166","2025-01-26","GrabFood","BerryBoost","2","70000","0","-","0","5000","0.0","70000.0","0","none","2024-12-17",NULL,NULL,"2","Gak enak",NULL,NULL,NULL
"O0162","C529","2025-01-16","Website","BerryBoost","2","80000","0","FreeOngkir","0","10000","0.0","80000.0","0","none","2024-11-29",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0163","C462","2025-02-14","Gym","GreenJuice","1","40000","0","FreeOngkir","1","15000","0.0","40000.0","1","subscription","2024-11-27",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0164","C230","2025-01-04","Website","BerryBoost","3","135000","0","FreeOngkir","0","20000","0.0","135000.0","0","subscription","2024-12-09",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0165","C143","2025-03-02","GoFood","BerryBoost","1","35000","0","-","0","20000","0.0","35000.0","0","subscription","2024-11-03",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0166","C114","2025-02-06","Website","BerryBoost","1","35000","0","-","0","5000","0.0","35000.0","0","discount","2024-11-06",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0167","C512","2025-03-18","GoFood","TropicalCleanse","3","135000","0","FreeOngkir","0","15000","0.0","135000.0","1","subscription","2024-11-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0168","C247","2025-03-15","GoFood","TropicalCleanse","3","105000","0","Diskon10%","1","5000","10500.0","94500.0","0","discount","2024-12-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0169","C400","2025-03-02","Website","GreenJuice","2","80000","0","Diskon10%","0","10000","8000.0","72000.0","0","subscription","2024-11-25",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0170","C673","2025-03-22","Website","TropicalCleanse","3","120000","0","Diskon10%","0","10000","12000.0","108000.0","1","none","2024-11-28",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0171","C476","2025-03-31","GoFood","BerryBoost","1","35000","0","FreeTrial","0","10000","0.0","35000.0","0","subscription","2024-12-16",NULL,NULL,"3","Seger pol!",NULL,NULL,NULL
"O0172","C045","2025-01-26","GrabFood","GreenJuice","2","90000","0","-","0","5000","0.0","90000.0","1","subscription","2024-12-28",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0173","C663","2025-01-25","Website","BerryBoost","3","120000","0","-","0","20000","0.0","120000.0","0","discount","2024-12-04",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0174","C451","2025-02-19","Website","BerryBoost","2","90000","0","FreeTrial","0","5000","0.0","90000.0","1","none","2024-12-15",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0175","C435","2025-01-11","GoFood","BerryBoost","3","120000","0","FreeOngkir","0","15000","0.0","120000.0","0","discount","2024-12-25",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0176","C457","2025-03-19","GrabFood","BerryBoost","3","120000","0","FreeOngkir","1","15000","0.0","120000.0","0","discount","2024-12-17",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0177","C630","2025-02-25","Website","BerryBoost","1","45000","0","Diskon10%","1","10000","4500.0","40500.0","0","subscription","2024-11-07",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0178","C032","2025-01-19","GrabFood","TropicalCleanse","2","70000","0","FreeOngkir","0","15000","0.0","70000.0","0","subscription","2024-12-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0179","C393","2025-03-14","Website","BerryBoost","3","120000","0","Diskon10%","1","10000","12000.0","108000.0","0","none","2024-11-27",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0180","C543","2025-02-16","Website","TropicalCleanse","2","70000","1","FreeOngkir","0","20000","0.0","70000.0","1","discount","2024-12-10",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0181","C576","2025-01-16","Website","GreenJuice","3","120000","0","Diskon20%","0","20000","24000.0","96000.0","0","discount","2024-12-02","CMP0023",NULL,"5","Enak dan segar!",NULL,NULL,NULL
"O0182","C205","2025-01-16","Website","BerryBoost","2","70000","0","Diskon10%","0","15000","7000.0","63000.0","0","discount","2024-11-12",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0183","C684","2025-02-14","GrabFood","TropicalCleanse","3","120000","0","-","1","10000","0.0","120000.0","0","discount","2024-11-19","CMP0049",NULL,"4","Puas banget!",NULL,NULL,NULL
"O0184","C371","2025-03-07","Website","BerryBoost","1","35000","0","FreeOngkir","0","15000","0.0","35000.0","0","discount","2024-11-14",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0185","C479","2025-03-12","Website","BerryBoost","1","40000","0","-","0","20000","0.0","40000.0","0","subscription","2024-12-21",NULL,NULL,"3","Gak enak",NULL,NULL,NULL
"O0186","C420","2025-03-15","Website","GreenJuice","3","105000","0","-","0","10000","0.0","105000.0","1","subscription","2024-12-10",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0187","C133","2025-02-25","GoFood","BerryBoost","1","45000","0","FreeOngkir","0","10000","0.0","45000.0","0","subscription","2024-11-20",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0188","C355","2025-03-08","GrabFood","BerryBoost","2","70000","0","Diskon20%","0","15000","14000.0","56000.0","0","subscription","2024-12-10","CMP0003",NULL,NULL,NULL,NULL,NULL,NULL
"O0189","C630","2025-03-10","Website","TropicalCleanse","1","45000","0","FreeOngkir","0","15000","0.0","45000.0","0","subscription","2024-11-07",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0190","C578","2025-01-06","GrabFood","BerryBoost","1","35000","0","-","0","10000","0.0","35000.0","0","none","2024-11-29",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0191","C586","2025-02-23","GoFood","BerryBoost","2","90000","0","Diskon20%","0","10000","18000.0","72000.0","0","subscription","2024-12-07",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0192","C416","2025-02-08","GoFood","TropicalCleanse","1","35000","0","Diskon10%","0","10000","3500.0","31500.0","0","subscription","2024-11-19",NULL,NULL,"1","Seger pol!",NULL,NULL,NULL
"O0193","C321","2025-02-10","GrabFood","GreenJuice","2","70000","0","Diskon20%","0","10000","14000.0","56000.0","1","discount","2024-11-30",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0194","C478","2025-01-16","Website","BerryBoost","1","35000","0","FreeTrial","1","20000","0.0","35000.0","1","subscription","2024-12-08",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0195","C255","2025-01-21","GrabFood","TropicalCleanse","3","120000","0","FreeOngkir","1","20000","0.0","120000.0","0","discount","2024-11-22",NULL,NULL,"2","Puas banget!",NULL,NULL,NULL
"O0196","C511","2025-02-09","GoFood","BerryBoost","2","90000","0","FreeOngkir","0","5000","0.0","90000.0","0","subscription","2024-12-20",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0197","C052","2025-02-06","GoFood","TropicalCleanse","3","120000","0","FreeOngkir","0","10000","0.0","120000.0","1","subscription","2024-11-22",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0198","C271","2025-02-16","GrabFood","GreenJuice","1","40000","0","Diskon20%","0","15000","8000.0","32000.0","1","none","2024-12-16",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0199","C076","2025-02-19","GoFood","TropicalCleanse","2","90000","0","FreeOngkir","1","20000","0.0","90000.0","0","subscription","2024-12-04",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0200","C383","2025-02-13","GoFood","GreenJuice","1","35000","0","Diskon10%","0","5000","3500.0","31500.0","0","none","2024-11-03",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0201","C141","2025-02-12","GrabFood","TropicalCleanse","2","70000","0","Diskon20%","0","15000","14000.0","56000.0","1","subscription","2024-12-27",NULL,NULL,"5","Seger pol!",NULL,NULL,NULL
"O0202","C167","2025-02-20","Gym","TropicalCleanse","2","90000","0","-","0","15000","0.0","90000.0","0","subscription","2024-12-15",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0203","C487","2025-01-03","Website","TropicalCleanse","1","40000","0","-","1","5000","0.0","40000.0","1","none","2025-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0204","C612","2025-03-02","Website","TropicalCleanse","3","135000","0","FreeOngkir","0","20000","0.0","135000.0","0","none","2024-12-13",NULL,NULL,"5","Kurang manis",NULL,NULL,NULL
"O0205","C152","2025-03-29","Website","TropicalCleanse","3","105000","0","Diskon10%","0","20000","10500.0","94500.0","1","none","2024-12-05",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0206","C209","2025-02-22","GoFood","TropicalCleanse","2","90000","0","-","0","15000","0.0","90000.0","1","subscription","2024-12-31",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0207","C679","2025-03-03","GoFood","GreenJuice","1","40000","0","Diskon10%","0","15000","4000.0","36000.0","0","discount","2024-11-23",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0208","C625","2025-03-03","Website","BerryBoost","2","90000","0","FreeTrial","1","15000","0.0","90000.0","1","discount","2024-11-04",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0209","C213","2025-03-30","GrabFood","GreenJuice","2","80000","0","FreeTrial","1","15000","0.0","80000.0","1","discount","2024-11-30",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0210","C125","2025-03-15","GoFood","GreenJuice","2","80000","1","-","0","15000","0.0","80000.0","1","discount","2024-11-24",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0211","C081","2025-02-14","Gym","TropicalCleanse","2","90000","0","FreeOngkir","0","15000","0.0","90000.0","0","subscription","2024-11-17",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0212","C141","2025-01-14","GoFood","TropicalCleanse","1","35000","0","FreeTrial","0","10000","0.0","35000.0","1","subscription","2024-12-27",NULL,NULL,"3","Gak enak",NULL,NULL,NULL
"O0213","C054","2025-01-13","GoFood","TropicalCleanse","2","70000","0","FreeOngkir","1","10000","0.0","70000.0","0","discount","2024-12-15",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0214","C417","2025-03-25","Gym","GreenJuice","2","90000","0","FreeTrial","0","5000","0.0","90000.0","0","subscription","2024-11-11",NULL,NULL,"4","Rekomended!",NULL,NULL,NULL
"O0215","C092","2025-03-25","GoFood","TropicalCleanse","3","135000","0","FreeOngkir","1","20000","0.0","135000.0","0","discount","2024-12-23",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0216","C181","2025-01-05","Gym","GreenJuice","2","70000","0","FreeTrial","1","5000","0.0","70000.0","1","subscription","2024-12-07",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0217","C010","2025-02-08","GoFood","BerryBoost","2","80000","0","Diskon20%","0","10000","16000.0","64000.0","0","discount","2024-12-03",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0218","C517","2025-03-01","Website","BerryBoost","2","70000","0","Diskon20%","1","5000","14000.0","56000.0","0","discount","2024-11-12",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0219","C346","2025-02-07","GoFood","BerryBoost","1","45000","0","-","1","15000","0.0","45000.0","0","discount","2024-11-07",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0220","C089","2025-02-21","GoFood","BerryBoost","1","40000","0","FreeOngkir","0","10000","0.0","40000.0","1","discount","2024-11-18",NULL,NULL,"5","Puas banget!",NULL,NULL,NULL
"O0221","C458","2025-02-04","Gym","GreenJuice","3","135000","0","FreeOngkir","0","10000","0.0","135000.0","1","none","2024-12-13",NULL,NULL,"2","Enak dan segar!",NULL,NULL,NULL
"O0222","C064","2025-03-27","Website","GreenJuice","1","40000","0","FreeTrial","1","15000","0.0","40000.0","0","discount","2024-12-03",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0223","C121","2025-03-23","Gym","GreenJuice","2","90000","0","FreeTrial","0","20000","0.0","90000.0","1","subscription","2024-11-28",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0224","C621","2025-02-17","GoFood","TropicalCleanse","2","90000","0","-","1","5000","0.0","90000.0","1","none","2024-12-17",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0225","C539","2025-02-27","GoFood","GreenJuice","1","45000","0","-","1","10000","0.0","45000.0","0","discount","2024-11-08",NULL,NULL,"5","Botol bocor",NULL,NULL,NULL
"O0226","C587","2025-03-10","Website","GreenJuice","3","120000","0","FreeOngkir","0","5000","0.0","120000.0","0","discount","2024-11-30",NULL,NULL,"3","Kemasan oke",NULL,NULL,NULL
"O0227","C523","2025-02-27","GrabFood","GreenJuice","1","45000","0","Diskon20%","0","15000","9000.0","36000.0","0","discount","2024-11-25",NULL,NULL,"3","Botol bocor",NULL,NULL,NULL
"O0228","C023","2025-02-20","Website","BerryBoost","3","105000","0","FreeOngkir","0","5000","0.0","105000.0","1","subscription","2024-11-18",NULL,NULL,"5","Terlambat datang",NULL,NULL,NULL
"O0229","C555","2025-01-08","Gym","BerryBoost","2","70000","0","FreeOngkir","0","20000","0.0","70000.0","1","subscription","2024-12-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0230","C384","2025-02-18","GoFood","GreenJuice","2","70000","0","-","0","15000","0.0","70000.0","1","subscription","2024-12-16",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0231","C122","2025-01-23","Gym","GreenJuice","3","105000","0","FreeOngkir","0","5000","0.0","105000.0","0","subscription","2024-11-20",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0232","C306","2025-03-01","GoFood","TropicalCleanse","2","90000","0","FreeOngkir","0","10000","0.0","90000.0","0","subscription","2024-11-16",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0233","C283","2025-01-25","Gym","TropicalCleanse","1","35000","0","Diskon10%","1","5000","3500.0","31500.0","0","discount","2024-11-24",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0234","C247","2025-01-27","Website","TropicalCleanse","1","40000","0","-","0","5000","0.0","40000.0","0","discount","2024-12-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0235","C412","2025-02-26","Website","BerryBoost","1","35000","0","FreeOngkir","1","15000","0.0","35000.0","0","discount","2024-11-08",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0236","C592","2025-03-18","GrabFood","GreenJuice","1","40000","0","FreeTrial","0","20000","0.0","40000.0","0","subscription","2024-12-21",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0237","C308","2025-02-05","Website","TropicalCleanse","3","105000","0","Diskon10%","0","15000","10500.0","94500.0","0","subscription","2024-11-22",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0238","C659","2025-03-27","Website","TropicalCleanse","2","90000","0","FreeOngkir","0","20000","0.0","90000.0","1","discount","2024-12-16","CMP0031",NULL,"3","Enak dan segar!",NULL,NULL,NULL
"O0239","C247","2025-01-29","Website","TropicalCleanse","1","40000","0","Diskon20%","1","10000","8000.0","32000.0","0","discount","2024-12-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0240","C398","2025-02-01","Website","GreenJuice","3","105000","0","-","0","10000","0.0","105000.0","0","subscription","2024-11-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0241","C053","2025-02-04","Website","TropicalCleanse","3","105000","0","FreeOngkir","1","10000","0.0","105000.0","1","discount","2024-12-04",NULL,NULL,"2","Puas banget!",NULL,NULL,NULL
"O0242","C491","2025-01-27","GrabFood","GreenJuice","2","70000","0","FreeOngkir","1","20000","0.0","70000.0","0","subscription","2024-11-04",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0243","C249","2025-03-31","GoFood","BerryBoost","2","70000","0","-","0","15000","0.0","70000.0","0","none","2024-12-12",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0244","C316","2025-02-03","Website","GreenJuice","2","70000","0","-","1","15000","0.0","70000.0","0","discount","2024-12-21",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0245","C209","2025-02-17","Website","BerryBoost","3","105000","0","FreeOngkir","0","20000","0.0","105000.0","1","subscription","2024-12-31",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0246","C303","2025-01-20","Website","BerryBoost","2","90000","0","Diskon10%","0","15000","9000.0","81000.0","0","subscription","2024-12-22",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0247","C264","2025-03-04","Gym","TropicalCleanse","3","120000","0","-","0","10000","0.0","120000.0","1","none","2024-11-15",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0248","C560","2025-03-04","Website","TropicalCleanse","3","105000","0","-","0","5000","0.0","105000.0","0","subscription","2024-11-29",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0249","C007","2025-02-22","Website","TropicalCleanse","1","35000","0","FreeOngkir","0","15000","0.0","35000.0","0","discount","2024-12-10",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0250","C062","2025-03-21","GoFood","TropicalCleanse","2","90000","0","FreeOngkir","0","5000","0.0","90000.0","0","discount","2024-11-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0251","C018","2025-03-09","GrabFood","TropicalCleanse","2","70000","0","-","0","10000","0.0","70000.0","1","none","2024-12-27",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0252","C110","2025-01-13","GoFood","BerryBoost","1","45000","0","-","0","20000","0.0","45000.0","0","discount","2024-11-25",NULL,NULL,"4","Enak dan segar!",NULL,NULL,NULL
"O0253","C081","2025-02-17","Gym","GreenJuice","3","105000","1","FreeOngkir","0","5000","0.0","105000.0","0","subscription","2024-11-17",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0254","C670","2025-03-25","GrabFood","BerryBoost","2","80000","0","Diskon10%","0","10000","8000.0","72000.0","1","subscription","2024-11-15",NULL,NULL,"5","Rekomended!",NULL,NULL,NULL
"O0255","C085","2025-03-05","GrabFood","TropicalCleanse","2","90000","1","FreeTrial","1","5000","0.0","90000.0","1","discount","2024-11-07",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0256","C236","2025-01-28","Gym","TropicalCleanse","3","120000","0","FreeTrial","0","15000","0.0","120000.0","0","subscription","2024-11-14",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0257","C557","2025-03-14","GoFood","BerryBoost","2","70000","1","Diskon20%","1","20000","14000.0","56000.0","0","discount","2024-11-12",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0258","C079","2025-02-08","Website","BerryBoost","3","120000","0","Diskon20%","0","10000","24000.0","96000.0","0","none","2024-12-02",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0259","C081","2025-03-06","GrabFood","GreenJuice","1","35000","0","-","0","20000","0.0","35000.0","0","subscription","2024-11-17",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0260","C335","2025-01-04","GoFood","GreenJuice","2","70000","0","FreeTrial","0","20000","0.0","70000.0","0","discount","2024-11-29",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0261","C088","2025-03-21","Website","BerryBoost","3","105000","0","FreeOngkir","1","10000","0.0","105000.0","1","discount","2024-12-04",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0262","C399","2025-02-10","Website","BerryBoost","1","40000","0","-","0","5000","0.0","40000.0","0","none","2024-12-24",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0263","C192","2025-02-25","GoFood","TropicalCleanse","3","120000","0","FreeOngkir","0","15000","0.0","120000.0","0","none","2024-11-14",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0264","C395","2025-01-02","Website","GreenJuice","1","45000","0","FreeTrial","1","10000","0.0","45000.0","0","none","2024-11-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0265","C390","2025-01-22","Website","GreenJuice","2","80000","0","FreeOngkir","0","15000","0.0","80000.0","1","subscription","2024-12-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0266","C496","2025-01-10","Website","BerryBoost","3","135000","0","Diskon20%","0","10000","27000.0","108000.0","1","discount","2024-11-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0267","C312","2025-01-01","Gym","GreenJuice","3","120000","0","Diskon10%","0","10000","12000.0","108000.0","0","none","2024-12-27",NULL,NULL,"4","Enak dan segar!",NULL,NULL,NULL
"O0268","C308","2025-02-11","GoFood","TropicalCleanse","1","40000","0","FreeTrial","1","15000","0.0","40000.0","0","subscription","2024-11-22",NULL,NULL,"5","Rekomended!",NULL,NULL,NULL
"O0269","C649","2025-03-04","Gym","BerryBoost","2","80000","0","-","0","10000","0.0","80000.0","0","discount","2024-11-28",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0270","C607","2025-03-11","Website","TropicalCleanse","1","45000","0","-","0","15000","0.0","45000.0","1","discount","2025-01-01",NULL,NULL,"5","Rekomended!",NULL,NULL,NULL
"O0271","C071","2025-02-22","GoFood","BerryBoost","3","120000","0","-","1","20000","0.0","120000.0","1","none","2024-11-12",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0272","C076","2025-02-27","Gym","GreenJuice","3","120000","0","FreeTrial","1","20000","0.0","120000.0","0","subscription","2024-12-04",NULL,NULL,"5","Seger pol!",NULL,NULL,NULL
"O0273","C557","2025-01-05","GrabFood","GreenJuice","3","135000","0","FreeTrial","0","10000","0.0","135000.0","0","discount","2024-11-12",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0274","C674","2025-03-27","Website","TropicalCleanse","3","105000","0","Diskon20%","0","15000","21000.0","84000.0","1","subscription","2024-12-12",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0275","C441","2025-01-14","Website","GreenJuice","1","45000","0","Diskon20%","0","10000","9000.0","36000.0","1","discount","2024-12-28",NULL,NULL,"5","Puas banget!",NULL,NULL,NULL
"O0276","C457","2025-02-17","Website","TropicalCleanse","3","135000","0","Diskon10%","0","5000","13500.0","121500.0","0","discount","2024-12-17",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0277","C303","2025-02-23","Gym","BerryBoost","1","45000","0","Diskon10%","0","10000","4500.0","40500.0","0","subscription","2024-12-22",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0278","C534","2025-03-03","Website","BerryBoost","2","90000","0","Diskon10%","0","5000","9000.0","81000.0","1","none","2024-12-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0279","C024","2025-02-13","GoFood","TropicalCleanse","1","45000","0","FreeOngkir","0","20000","0.0","45000.0","0","discount","2024-12-21",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0280","C474","2025-01-30","GrabFood","TropicalCleanse","1","35000","0","Diskon10%","0","10000","3500.0","31500.0","1","subscription","2024-12-15",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0281","C461","2025-03-17","GoFood","BerryBoost","3","105000","0","-","1","5000","0.0","105000.0","1","none","2024-11-15",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0282","C592","2025-01-14","GrabFood","TropicalCleanse","1","40000","0","Diskon10%","0","20000","4000.0","36000.0","0","subscription","2024-12-21",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0283","C541","2025-03-23","Website","GreenJuice","3","120000","0","Diskon10%","1","10000","12000.0","108000.0","0","discount","2024-11-02",NULL,NULL,"5","Seger pol!",NULL,NULL,NULL
"O0284","C690","2025-02-08","Gym","TropicalCleanse","1","45000","0","FreeOngkir","0","10000","0.0","45000.0","0","subscription","2024-12-29",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0285","C383","2025-03-30","Website","GreenJuice","2","90000","0","Diskon10%","0","10000","9000.0","81000.0","0","none","2024-11-03",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0286","C569","2025-01-22","GoFood","BerryBoost","1","40000","0","Diskon20%","1","5000","8000.0","32000.0","0","discount","2024-12-16",NULL,NULL,"5","Sesuai deskripsi",NULL,NULL,NULL
"O0287","C497","2025-01-18","Website","GreenJuice","3","135000","0","Diskon10%","0","20000","13500.0","121500.0","0","discount","2024-11-28","CMP0027",NULL,NULL,NULL,NULL,NULL,NULL
"O0288","C501","2025-01-22","Website","BerryBoost","1","40000","0","FreeOngkir","0","20000","0.0","40000.0","1","subscription","2024-12-05",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0289","C580","2025-03-05","GoFood","BerryBoost","3","105000","0","Diskon20%","1","5000","21000.0","84000.0","0","discount","2024-12-18",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0290","C452","2025-03-11","Website","GreenJuice","1","45000","0","-","0","5000","0.0","45000.0","0","none","2024-11-20",NULL,NULL,"4","Enak dan segar!",NULL,NULL,NULL
"O0291","C461","2025-02-03","Website","BerryBoost","2","70000","0","FreeOngkir","1","15000","0.0","70000.0","1","none","2024-11-15",NULL,NULL,NULL,NULL,NULL,NULL,NULL
