"order_id","customer_id","channel","product_name","qty","revenue","refund_flag","promo_used","is_subscription","shipping_cost","discount_amount","net_revenue","is_repeat","retention_method","join_date","complaint_id","issue","rating","review_text","source_traffic","visitors","traffic_date","order_date"
"O0237","C308","Website","TropicalCleanse","3","105000","0","Diskon10%","0","15000","10500.0","94500.0","0","subscription","2024-11-22",NULL,NULL,NULL,NULL,"IG Ads","344","2025-03-01","2025-02-05"
"O0238","C659","Website","TropicalCleanse","2","90000","0","FreeOngkir","0","20000","0.0","90000.0","1","discount","2024-12-16","CMP0031","Botol bocor","3","Enak dan segar!","GoFood","200","2025-03-01","2025-03-27"
"O0239","C247","Website","TropicalCleanse","1","40000","0","Diskon20%","1","10000","8000.0","32000.0","0","discount","2024-12-19",NULL,NULL,NULL,NULL,"Google Sea","174","2025-03-01","2025-01-29"
"O0240","C398","Website","GreenJuice","3","105000","0","Tidak","0","10000","0.0","105000.0","0","subscription","2024-11-19",NULL,NULL,NULL,NULL,"Email Camp","218","2025-03-01","2025-02-01"
"O0241","C053","Website","TropicalCleanse","3","105000","0","FreeOngkir","1","10000","0.0","105000.0","1","discount","2024-12-04",NULL,NULL,"2","Puas banget!","IG Ads","174","2025-03-02","2025-02-04"
"O0242","C491","GrabFood","GreenJuice","2","70000","0","FreeOngkir","1","20000","0.0","70000.0","0","subscription","2024-11-04",NULL,NULL,NULL,NULL,"GoFood","459","2025-03-02","2025-01-27"
"O0243","C249","GoFood","BerryBoost","2","70000","0","Tidak","0","15000","0.0","70000.0","0","none","2024-12-12",NULL,NULL,NULL,NULL,"Google Sea","443","2025-03-02","2025-03-31"
"O0244","C316","Website","GreenJuice","2","70000","0","Tidak","1","15000","0.0","70000.0","0","discount","2024-12-21",NULL,NULL,NULL,NULL,"Email Camp","235","2025-03-02","2025-02-03"
"O0245","C209","Website","BerryBoost","3","105000","0","FreeOngkir","0","20000","0.0","105000.0","1","subscription","2024-12-31",NULL,NULL,NULL,NULL,"IG Ads","168","2025-03-03","2025-02-17"
"O0246","C303","Website","BerryBoost","2","90000","0","Diskon10%","0","15000","9000.0","81000.0","0","subscription","2024-12-22",NULL,NULL,NULL,NULL,"GoFood","283","2025-03-03","2025-01-20"
"O0247","C264","Gym","TropicalCleanse","3","120000","0","Tidak","0","10000","0.0","120000.0","1","none","2024-11-15",NULL,NULL,NULL,NULL,"Google Sea","211","2025-03-03","2025-03-04"
"O0248","C560","Website","TropicalCleanse","3","105000","0","Tidak","0","5000","0.0","105000.0","0","subscription","2024-11-29",NULL,NULL,NULL,NULL,"Email Camp","433","2025-03-03","2025-03-04"
"O0249","C007","Website","TropicalCleanse","1","35000","0","FreeOngkir","0","15000","0.0","35000.0","0","discount","2024-12-10",NULL,NULL,NULL,NULL,"IG Ads","109","2025-03-04","2025-02-22"
"O0250","C062","GoFood","TropicalCleanse","2","90000","0","FreeOngkir","0","5000","0.0","90000.0","0","discount","2024-11-11",NULL,NULL,NULL,NULL,"GoFood","404","2025-03-04","2025-03-21"
"O0251","C018","GrabFood","TropicalCleanse","2","70000","0","Tidak","0","10000","0.0","70000.0","1","none","2024-12-27",NULL,NULL,NULL,NULL,"Google Sea","173","2025-03-04","2025-03-09"
"O0252","C110","GoFood","BerryBoost","1","45000","0","Tidak","0","20000","0.0","45000.0","0","discount","2024-11-25",NULL,NULL,"4","Enak dan segar!","Email Camp","277","2025-03-04","2025-01-13"
"O0253","C081","Gym","GreenJuice","3","105000","1","FreeOngkir","0","5000","0.0","105000.0","0","subscription","2024-11-17",NULL,NULL,NULL,NULL,"IG Ads","425","2025-03-05","2025-02-17"
"O0254","C670","GrabFood","BerryBoost","2","80000","0","Diskon10%","0","10000","8000.0","72000.0","1","subscription","2024-11-15",NULL,NULL,"5","Rekomended!","GoFood","500","2025-03-05","2025-03-25"
"O0255","C085","GrabFood","TropicalCleanse","2","90000","1","FreeTrial","1","5000","0.0","90000.0","1","discount","2024-11-07",NULL,NULL,NULL,NULL,"Google Sea","259","2025-03-05","2025-03-05"
"O0256","C236","Gym","TropicalCleanse","3","120000","0","FreeTrial","0","15000","0.0","120000.0","0","subscription","2024-11-14",NULL,NULL,NULL,NULL,"Email Camp","235","2025-03-05","2025-01-28"
"O0257","C557","GoFood","BerryBoost","2","70000","1","Diskon20%","1","20000","14000.0","56000.0","0","discount","2024-11-12",NULL,NULL,NULL,NULL,"IG Ads","90","2025-03-06","2025-03-14"
"O0258","C079","Website","BerryBoost","3","120000","0","Diskon20%","0","10000","24000.0","96000.0","0","none","2024-12-02",NULL,NULL,NULL,NULL,"GoFood","230","2025-03-06","2025-02-08"
"O0259","C081","GrabFood","GreenJuice","1","35000","0","Tidak","0","20000","0.0","35000.0","0","subscription","2024-11-17",NULL,NULL,NULL,NULL,"Google Sea","336","2025-03-06","2025-03-06"
"O0260","C335","GoFood","GreenJuice","2","70000","0","FreeTrial","0","20000","0.0","70000.0","0","discount","2024-11-29",NULL,NULL,NULL,NULL,"Email Camp","308","2025-03-06","2025-01-04"
"O0261","C088","Website","BerryBoost","3","105000","0","FreeOngkir","1","10000","0.0","105000.0","1","discount","2024-12-04",NULL,NULL,NULL,NULL,"IG Ads","89","2025-03-07","2025-03-21"
"O0262","C399","Website","BerryBoost","1","40000","0","Tidak","0","5000","0.0","40000.0","0","none","2024-12-24",NULL,NULL,NULL,NULL,"GoFood","235","2025-03-07","2025-02-10"
"O0263","C192","GoFood","TropicalCleanse","3","120000","0","FreeOngkir","0","15000","0.0","120000.0","0","none","2024-11-14",NULL,NULL,NULL,NULL,"Google Sea","384","2025-03-07","2025-02-25"
"O0264","C395","Website","GreenJuice","1","45000","0","FreeTrial","1","10000","0.0","45000.0","0","none","2024-11-11",NULL,NULL,NULL,NULL,"Email Camp","297","2025-03-07","2025-01-02"
"O0265","C390","Website","GreenJuice","2","80000","0","FreeOngkir","0","15000","0.0","80000.0","1","subscription","2024-12-19",NULL,NULL,NULL,NULL,"IG Ads","359","2025-03-08","2025-01-22"
"O0266","C496","Website","BerryBoost","3","135000","0","Diskon20%","0","10000","27000.0","108000.0","1","discount","2024-11-11",NULL,NULL,NULL,NULL,"GoFood","167","2025-03-08","2025-01-10"
"O0267","C312","Gym","GreenJuice","3","120000","0","Diskon10%","0","10000","12000.0","108000.0","0","none","2024-12-27",NULL,NULL,"4","Enak dan segar!","Google Sea","279","2025-03-08","2025-01-01"
"O0268","C308","GoFood","TropicalCleanse","1","40000","0","FreeTrial","1","15000","0.0","40000.0","0","subscription","2024-11-22",NULL,NULL,"5","Rekomended!","Email Camp","452","2025-03-08","2025-02-11"
"O0269","C649","Gym","BerryBoost","2","80000","0","Tidak","0","10000","0.0","80000.0","0","discount","2024-11-28",NULL,NULL,NULL,NULL,"IG Ads","264","2025-03-09","2025-03-04"
"O0270","C607","Website","TropicalCleanse","1","45000","0","Tidak","0","15000","0.0","45000.0","1","discount","2025-01-01",NULL,NULL,"5","Rekomended!","GoFood","167","2025-03-09","2025-03-11"
"O0271","C071","GoFood","BerryBoost","3","120000","0","Tidak","1","20000","0.0","120000.0","1","none","2024-11-12",NULL,NULL,NULL,NULL,"Google Sea","341","2025-03-09","2025-02-22"
"O0272","C076","Gym","GreenJuice","3","120000","0","FreeTrial","1","20000","0.0","120000.0","0","subscription","2024-12-04",NULL,NULL,"5","Seger pol!","Email Camp","473","2025-03-09","2025-02-27"
"O0273","C557","GrabFood","GreenJuice","3","135000","0","FreeTrial","0","10000","0.0","135000.0","0","discount","2024-11-12",NULL,NULL,NULL,NULL,"IG Ads","473","2025-03-10","2025-01-05"
"O0274","C674","Website","TropicalCleanse","3","105000","0","Diskon20%","0","15000","21000.0","84000.0","1","subscription","2024-12-12",NULL,NULL,NULL,NULL,"GoFood","114","2025-03-10","2025-03-27"
"O0275","C441","Website","GreenJuice","1","45000","0","Diskon20%","0","10000","9000.0","36000.0","1","discount","2024-12-28",NULL,NULL,"5","Puas banget!","Google Sea","325","2025-03-10","2025-01-14"
"O0276","C457","Website","TropicalCleanse","3","135000","0","Diskon10%","0","5000","13500.0","121500.0","0","discount","2024-12-17",NULL,NULL,NULL,NULL,"Email Camp","175","2025-03-10","2025-02-17"
"O0277","C303","Gym","BerryBoost","1","45000","0","Diskon10%","0","10000","4500.0","40500.0","0","subscription","2024-12-22",NULL,NULL,NULL,NULL,"IG Ads","447","2025-03-11","2025-02-23"
"O0278","C534","Website","BerryBoost","2","90000","0","Diskon10%","0","5000","9000.0","81000.0","1","none","2024-12-19",NULL,NULL,NULL,NULL,"GoFood","258","2025-03-11","2025-03-03"
"O0279","C024","GoFood","TropicalCleanse","1","45000","0","FreeOngkir","0","20000","0.0","45000.0","0","discount","2024-12-21",NULL,NULL,NULL,NULL,"Google Sea","395","2025-03-11","2025-02-13"
"O0280","C474","GrabFood","TropicalCleanse","1","35000","0","Diskon10%","0","10000","3500.0","31500.0","1","subscription","2024-12-15",NULL,NULL,NULL,NULL,"Email Camp","349","2025-03-11","2025-01-30"
"O0281","C461","GoFood","BerryBoost","3","105000","0","Tidak","1","5000","0.0","105000.0","1","none","2024-11-15",NULL,NULL,NULL,NULL,"IG Ads","390","2025-03-12","2025-03-17"
"O0282","C592","GrabFood","TropicalCleanse","1","40000","0","Diskon10%","0","20000","4000.0","36000.0","0","subscription","2024-12-21",NULL,NULL,NULL,NULL,"GoFood","120","2025-03-12","2025-01-14"
"O0283","C541","Website","GreenJuice","3","120000","0","Diskon10%","1","10000","12000.0","108000.0","0","discount","2024-11-02",NULL,NULL,"5","Seger pol!","Google Sea","360","2025-03-12","2025-03-23"
"O0284","C690","Gym","TropicalCleanse","1","45000","0","FreeOngkir","0","10000","0.0","45000.0","0","subscription","2024-12-29",NULL,NULL,NULL,NULL,"Email Camp","183","2025-03-12","2025-02-08"
"O0285","C383","Website","GreenJuice","2","90000","0","Diskon10%","0","10000","9000.0","81000.0","0","none","2024-11-03",NULL,NULL,NULL,NULL,"IG Ads","457","2025-03-13","2025-03-30"
"O0286","C569","GoFood","BerryBoost","1","40000","0","Diskon20%","1","5000","8000.0","32000.0","0","discount","2024-12-16",NULL,NULL,"5","Sesuai deskripsi","GoFood","196","2025-03-13","2025-01-22"
"O0287","C497","Website","GreenJuice","3","135000","0","Diskon10%","0","20000","13500.0","121500.0","0","discount","2024-11-28","CMP0027","Terlambat kirim",NULL,NULL,"Google Sea","224","2025-03-13","2025-01-18"
"O0288","C501","Website","BerryBoost","1","40000","0","FreeOngkir","0","20000","0.0","40000.0","1","subscription","2024-12-05",NULL,NULL,NULL,NULL,"Email Camp","210","2025-03-13","2025-01-22"
"O0289","C580","GoFood","BerryBoost","3","105000","0","Diskon20%","1","5000","21000.0","84000.0","0","discount","2024-12-18",NULL,NULL,NULL,NULL,"IG Ads","110","2025-03-14","2025-03-05"
"O0290","C452","Website","GreenJuice","1","45000","0","Tidak","0","5000","0.0","45000.0","0","none","2024-11-20",NULL,NULL,"4","Enak dan segar!","GoFood","91","2025-03-14","2025-03-11"
"O0291","C461","Website","BerryBoost","2","70000","0","FreeOngkir","1","15000","0.0","70000.0","1","none","2024-11-15",NULL,NULL,NULL,NULL,"Google Sea","259","2025-03-14","2025-02-03"
"O0292","C625","GoFood","TropicalCleanse","1","35000","0","Tidak","0","15000","0.0","35000.0","1","discount","2024-11-04",NULL,NULL,NULL,NULL,"Email Camp","265","2025-03-14","2025-03-22"
"O0293","C612","Website","TropicalCleanse","2","80000","0","FreeTrial","0","5000","0.0","80000.0","0","none","2024-12-13","CMP0044","Salah pesanan",NULL,NULL,"IG Ads","308","2025-03-15","2025-03-10"
"O0294","C139","Gym","GreenJuice","3","105000","0","FreeOngkir","0","15000","0.0","105000.0","0","subscription","2024-12-13",NULL,NULL,NULL,NULL,"GoFood","125","2025-03-15","2025-02-22"
"O0295","C254","Website","BerryBoost","3","135000","0","Diskon10%","0","5000","13500.0","121500.0","0","none","2024-11-26",NULL,NULL,"5","Kurang manis","Google Sea","344","2025-03-15","2025-03-28"
"O0296","C413","GrabFood","TropicalCleanse","2","80000","1","Diskon10%","0","5000","8000.0","72000.0","0","none","2024-12-01",NULL,NULL,NULL,NULL,"Email Camp","303","2025-03-15","2025-03-07"
"O0297","C470","GoFood","GreenJuice","1","45000","0","FreeTrial","1","20000","0.0","45000.0","0","none","2024-11-12",NULL,NULL,NULL,NULL,"IG Ads","373","2025-03-16","2025-03-23"
"O0298","C275","GrabFood","GreenJuice","3","135000","0","Tidak","1","5000","0.0","135000.0","1","none","2024-12-16",NULL,NULL,"5","Puas banget!","GoFood","445","2025-03-16","2025-02-11"
"O0299","C048","GoFood","GreenJuice","1","35000","0","FreeOngkir","0","20000","0.0","35000.0","1","none","2024-11-18",NULL,NULL,NULL,NULL,"Google Sea","151","2025-03-16","2025-01-13"
"O0300","C208","Gym","TropicalCleanse","2","70000","0","Tidak","0","15000","0.0","70000.0","1","subscription","2024-12-11",NULL,NULL,"5","Botol bocor","Email Camp","142","2025-03-16","2025-03-30"
"O0301","C257","Website","TropicalCleanse","1","35000","0","Diskon10%","0","10000","3500.0","31500.0","1","none","2024-11-07",NULL,NULL,NULL,NULL,"IG Ads","498","2025-03-17","2025-01-11"
"O0302","C440","Website","BerryBoost","1","35000","0","FreeOngkir","0","20000","0.0","35000.0","1","discount","2024-11-03",NULL,NULL,NULL,NULL,"GoFood","282","2025-03-17","2025-03-25"
"O0303","C010","GoFood","BerryBoost","2","90000","0","FreeOngkir","0","5000","0.0","90000.0","0","discount","2024-12-03",NULL,NULL,"4","Puas banget!","Google Sea","57","2025-03-17","2025-01-02"
"O0304","C106","Website","GreenJuice","1","40000","0","Tidak","0","10000","0.0","40000.0","1","subscription","2024-12-19",NULL,NULL,NULL,NULL,"Email Camp","135","2025-03-17","2025-02-10"
"O0305","C071","GoFood","TropicalCleanse","3","105000","0","Tidak","0","10000","0.0","105000.0","1","none","2024-11-12","CMP0032","Terlambat kirim",NULL,NULL,"IG Ads","111","2025-03-18","2025-03-09"
"O0306","C422","GoFood","BerryBoost","1","35000","0","FreeOngkir","1","15000","0.0","35000.0","1","subscription","2024-11-19",NULL,NULL,NULL,NULL,"GoFood","264","2025-03-18","2025-03-20"
"O0307","C440","GrabFood","BerryBoost","2","90000","0","Diskon20%","0","15000","18000.0","72000.0","1","discount","2024-11-03",NULL,NULL,NULL,NULL,"Google Sea","184","2025-03-18","2025-02-10"
"O0308","C028","GrabFood","BerryBoost","3","135000","0","Tidak","0","5000","0.0","135000.0","0","subscription","2024-12-12",NULL,NULL,"4","Gak enak","Email Camp","441","2025-03-18","2025-03-26"
"O0309","C246","Website","BerryBoost","2","90000","0","Diskon20%","1","15000","18000.0","72000.0","0","subscription","2024-12-14",NULL,NULL,NULL,NULL,"IG Ads","333","2025-03-19","2025-03-05"
"O0310","C325","Website","TropicalCleanse","2","80000","0","FreeOngkir","0","5000","0.0","80000.0","1","subscription","2024-12-27",NULL,NULL,NULL,NULL,"GoFood","414","2025-03-19","2025-01-17"
"O0311","C018","Website","GreenJuice","1","35000","0","FreeTrial","0","15000","0.0","35000.0","1","none","2024-12-27",NULL,NULL,NULL,NULL,"Google Sea","290","2025-03-19","2025-03-17"
"O0312","C644","GrabFood","GreenJuice","3","120000","0","Diskon20%","0","15000","24000.0","96000.0","0","subscription","2024-12-13",NULL,NULL,NULL,NULL,"Email Camp","430","2025-03-19","2025-03-06"
"O0313","C086","Website","BerryBoost","1","45000","0","Diskon20%","1","5000","9000.0","36000.0","0","subscription","2024-12-21",NULL,NULL,NULL,NULL,"IG Ads","101","2025-03-20","2025-02-09"
"O0314","C318","GoFood","BerryBoost","1","35000","0","Diskon10%","0","5000","3500.0","31500.0","0","discount","2024-12-30",NULL,NULL,NULL,NULL,"GoFood","114","2025-03-20","2025-03-31"
"O0315","C317","GrabFood","TropicalCleanse","1","35000","0","FreeOngkir","0","20000","0.0","35000.0","0","discount","2024-12-26",NULL,NULL,NULL,NULL,"Google Sea","495","2025-03-20","2025-03-27"
"O0316","C356","GoFood","TropicalCleanse","2","70000","0","Tidak","1","5000","0.0","70000.0","1","none","2024-11-28",NULL,NULL,"5","Enak dan segar!","Email Camp","67","2025-03-20","2025-03-08"
"O0317","C031","GrabFood","GreenJuice","3","105000","0","FreeTrial","0","20000","0.0","105000.0","0","subscription","2024-11-27",NULL,NULL,NULL,NULL,"IG Ads","476","2025-03-21","2025-02-12"
"O0318","C467","Website","GreenJuice","3","105000","0","FreeOngkir","0","5000","0.0","105000.0","0","discount","2024-12-04",NULL,NULL,NULL,NULL,"GoFood","270","2025-03-21","2025-03-07"
"O0319","C234","Website","BerryBoost","1","35000","0","Diskon10%","0","5000","3500.0","31500.0","1","discount","2024-11-21",NULL,NULL,NULL,NULL,"Google Sea","62","2025-03-21","2025-03-07"
"O0320","C567","GoFood","GreenJuice","1","40000","0","Diskon10%","1","15000","4000.0","36000.0","1","subscription","2024-11-17",NULL,NULL,NULL,NULL,"Email Camp","403","2025-03-21","2025-03-25"
"O0321","C123","GoFood","BerryBoost","1","35000","0","FreeTrial","1","5000","0.0","35000.0","0","none","2024-12-19",NULL,NULL,NULL,NULL,"IG Ads","135","2025-03-22","2025-03-06"
"O0322","C477","GrabFood","GreenJuice","2","70000","0","FreeOngkir","0","15000","0.0","70000.0","0","subscription","2024-11-29",NULL,NULL,NULL,NULL,"GoFood","87","2025-03-22","2025-02-06"
"O0323","C638","GoFood","TropicalCleanse","2","70000","0","Diskon20%","1","10000","14000.0","56000.0","0","discount","2024-12-15",NULL,NULL,"4","Seger pol!","Google Sea","117","2025-03-22","2025-02-01"
"O0324","C007","Website","TropicalCleanse","2","90000","0","Tidak","1","5000","0.0","90000.0","0","discount","2024-12-10",NULL,NULL,NULL,NULL,"Email Camp","313","2025-03-22","2025-02-22"
"O0325","C674","GrabFood","TropicalCleanse","2","70000","0","FreeTrial","0","5000","0.0","70000.0","1","subscription","2024-12-12",NULL,NULL,NULL,NULL,"IG Ads","493","2025-03-23","2025-02-18"
"O0326","C146","Website","BerryBoost","3","120000","0","Diskon10%","1","5000","12000.0","108000.0","0","discount","2024-11-04",NULL,NULL,"3","Terlambat datang","GoFood","321","2025-03-23","2025-02-05"
"O0327","C595","GoFood","TropicalCleanse","2","70000","0","FreeOngkir","0","10000","0.0","70000.0","1","none","2024-12-25","CMP0047","Rasa tidak sesuai","4","Enak dan segar!","Google Sea","248","2025-03-23","2025-01-13"
"O0328","C243","Website","GreenJuice","2","90000","0","Diskon10%","0","10000","9000.0","81000.0","1","discount","2024-12-10",NULL,NULL,NULL,NULL,"Email Camp","266","2025-03-23","2025-02-07"
"O0329","C077","Website","TropicalCleanse","1","35000","0","Diskon10%","0","5000","3500.0","31500.0","0","discount","2024-11-22","CMP0021","Salah pesanan",NULL,NULL,"IG Ads","231","2025-03-24","2025-01-26"
"O0330","C549","Gym","BerryBoost","2","80000","0","Tidak","0","15000","0.0","80000.0","0","none","2024-11-17",NULL,NULL,NULL,NULL,"GoFood","115","2025-03-24","2025-02-15"
"O0331","C618","Website","GreenJuice","1","35000","0","FreeTrial","0","5000","0.0","35000.0","0","none","2024-12-13","CMP0045","Botol bocor","5","Gak enak","Google Sea","255","2025-03-24","2025-01-06"
"O0332","C694","Website","BerryBoost","1","40000","0","Diskon20%","0","5000","8000.0","32000.0","0","subscription","2024-11-27",NULL,NULL,NULL,NULL,"Email Camp","406","2025-03-24","2025-02-08"
"O0333","C474","GrabFood","BerryBoost","1","35000","0","Tidak","0","10000","0.0","35000.0","1","subscription","2024-12-15",NULL,NULL,NULL,NULL,"IG Ads","335","2025-03-25","2025-01-14"
"O0334","C411","GoFood","TropicalCleanse","1","45000","0","FreeTrial","0","5000","0.0","45000.0","0","none","2024-11-29",NULL,NULL,"3","Rekomended!","GoFood","173","2025-03-25","2025-02-17"
"O0335","C203","GoFood","BerryBoost","1","40000","0","FreeTrial","0","20000","0.0","40000.0","0","subscription","2024-11-13",NULL,NULL,"4","Puas banget!","Google Sea","414","2025-03-25","2025-03-24"
"O0336","C405","Website","TropicalCleanse","2","70000","0","FreeTrial","0","20000","0.0","70000.0","0","subscription","2024-11-29",NULL,NULL,NULL,NULL,"Email Camp","200","2025-03-25","2025-03-05"
"O0337","C153","GoFood","TropicalCleanse","1","45000","0","Diskon10%","0","5000","4500.0","40500.0","1","subscription","2024-11-22",NULL,NULL,NULL,NULL,"IG Ads","110","2025-03-26","2025-01-05"
"O0338","C090","Website","GreenJuice","1","45000","0","Diskon20%","0","5000","9000.0","36000.0","0","discount","2024-12-04",NULL,NULL,NULL,NULL,"GoFood","222","2025-03-26","2025-02-05"
"O0339","C392","GoFood","GreenJuice","2","90000","0","Diskon10%","0","15000","9000.0","81000.0","1","none","2024-12-25",NULL,NULL,NULL,NULL,"Google Sea","472","2025-03-26","2025-02-15"
"O0340","C612","Website","GreenJuice","1","40000","0","Tidak","1","10000","0.0","40000.0","0","none","2024-12-13",NULL,NULL,NULL,NULL,"Email Camp","222","2025-03-26","2025-01-29"
"O0341","C103","GoFood","GreenJuice","3","135000","0","FreeTrial","0","20000","0.0","135000.0","0","subscription","2024-11-12",NULL,NULL,NULL,NULL,"IG Ads","352","2025-03-27","2025-02-01"
"O0342","C364","Website","TropicalCleanse","2","90000","0","FreeTrial","0","15000","0.0","90000.0","1","subscription","2024-11-12",NULL,NULL,NULL,NULL,"GoFood","361","2025-03-27","2025-01-23"
"O0343","C582","Website","BerryBoost","2","90000","0","Diskon10%","0","10000","9000.0","81000.0","0","none","2024-11-03",NULL,NULL,NULL,NULL,"Google Sea","365","2025-03-27","2025-03-14"
"O0344","C617","Website","GreenJuice","1","40000","0","FreeOngkir","0","10000","0.0","40000.0","0","subscription","2024-11-11",NULL,NULL,"5","Kurang manis","Email Camp","105","2025-03-27","2025-01-29"
"O0345","C332","Website","TropicalCleanse","3","105000","0","Tidak","1","5000","0.0","105000.0","0","subscription","2024-12-08",NULL,NULL,NULL,NULL,"IG Ads","419","2025-03-28","2025-01-08"
"O0346","C383","Website","BerryBoost","2","80000","0","FreeTrial","1","20000","0.0","80000.0","0","none","2024-11-03",NULL,NULL,NULL,NULL,"GoFood","73","2025-03-28","2025-03-26"
"O0347","C655","GoFood","BerryBoost","3","135000","0","FreeTrial","1","10000","0.0","135000.0","1","subscription","2024-12-07",NULL,NULL,NULL,NULL,"Google Sea","87","2025-03-28","2025-03-04"
"O0348","C682","GrabFood","GreenJuice","2","90000","0","FreeOngkir","1","20000","0.0","90000.0","1","discount","2024-11-12",NULL,NULL,"3","Terlambat datang","Email Camp","428","2025-03-28","2025-03-17"
"O0349","C582","Website","GreenJuice","3","105000","0","FreeOngkir","0","15000","0.0","105000.0","0","none","2024-11-03",NULL,NULL,NULL,NULL,"IG Ads","231","2025-03-29","2025-01-05"
"O0350","C080","Website","GreenJuice","1","45000","0","FreeOngkir","1","15000","0.0","45000.0","1","subscription","2024-12-01","CMP0034","Botol bocor",NULL,NULL,"GoFood","279","2025-03-29","2025-01-31"
"O0351","C458","Website","BerryBoost","3","105000","0","Tidak","1","5000","0.0","105000.0","1","none","2024-12-13",NULL,NULL,NULL,NULL,"Google Sea","259","2025-03-29","2025-01-02"
"O0352","C396","GrabFood","BerryBoost","2","80000","0","Diskon10%","0","20000","8000.0","72000.0","1","subscription","2024-11-17",NULL,NULL,NULL,NULL,"Email Camp","372","2025-03-29","2025-02-26"
"O0353","C592","GrabFood","BerryBoost","1","40000","0","Tidak","0","15000","0.0","40000.0","0","subscription","2024-12-21",NULL,NULL,NULL,NULL,"IG Ads","280","2025-03-30","2025-03-25"
"O0354","C268","Website","BerryBoost","2","70000","0","Diskon20%","1","5000","14000.0","56000.0","0","subscription","2024-11-14",NULL,NULL,NULL,NULL,"GoFood","429","2025-03-30","2025-01-14"
"O0355","C347","Gym","GreenJuice","3","105000","0","Tidak","0","20000","0.0","105000.0","1","subscription","2024-12-08",NULL,NULL,NULL,NULL,"Google Sea","477","2025-03-30","2025-03-18"
"O0356","C161","Website","BerryBoost","1","40000","0","Tidak","1","15000","0.0","40000.0","1","discount","2024-12-06",NULL,NULL,"5","Sesuai deskripsi","Email Camp","273","2025-03-30","2025-01-07"
"O0357","C677","Website","BerryBoost","1","40000","0","Tidak","0","15000","0.0","40000.0","0","subscription","2024-12-21",NULL,NULL,NULL,NULL,"IG Ads","198","2025-03-31","2025-02-06"
"O0358","C004","Website","TropicalCleanse","3","135000","0","FreeOngkir","0","15000","0.0","135000.0","0","none","2024-12-31",NULL,NULL,"3","Kurang manis","GoFood","437","2025-03-31","2025-02-24"
"O0359","C084","GrabFood","GreenJuice","2","80000","0","Tidak","0","20000","0.0","80000.0","0","none","2024-12-27",NULL,NULL,NULL,NULL,"Google Sea","294","2025-03-31","2025-03-02"
"O0360","C190","GrabFood","GreenJuice","1","40000","0","Diskon10%","0","15000","4000.0","36000.0","0","subscription","2024-11-09",NULL,NULL,NULL,NULL,"Email Camp","408","2025-03-31","2025-02-17"
"O0361","C578","Website","TropicalCleanse","3","105000","0","Diskon10%","0","10000","10500.0","94500.0","0","none","2024-11-29",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-01-08"
"O0362","C567","GrabFood","TropicalCleanse","2","90000","0","FreeTrial","0","10000","0.0","90000.0","1","subscription","2024-11-17",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-01-08"
"O0363","C488","Website","TropicalCleanse","1","45000","0","Diskon20%","0","10000","9000.0","36000.0","0","subscription","2024-11-07",NULL,NULL,"1","Botol bocor",NULL,NULL,NULL,"2025-02-08"
"O0364","C124","Website","BerryBoost","1","35000","0","Diskon10%","1","20000","3500.0","31500.0","0","discount","2024-11-27",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-02-27"
"O0365","C207","Website","TropicalCleanse","2","80000","0","FreeTrial","0","20000","0.0","80000.0","0","subscription","2024-11-06",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-03-22"
"O0366","C570","GoFood","GreenJuice","3","120000","0","FreeOngkir","1","20000","0.0","120000.0","0","none","2024-12-15",NULL,NULL,"5","Botol bocor",NULL,NULL,NULL,"2025-02-20"
"O0367","C116","Website","TropicalCleanse","3","135000","0","FreeTrial","1","5000","0.0","135000.0","0","discount","2024-12-30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-02-23"
"O0368","C293","GrabFood","GreenJuice","2","80000","0","Diskon20%","0","10000","16000.0","64000.0","1","none","2024-11-02",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-03-10"
"O0369","C283","Website","TropicalCleanse","3","135000","0","Diskon10%","1","10000","13500.0","121500.0","0","discount","2024-11-24",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-02-21"
"O0370","C051","Gym","GreenJuice","1","40000","0","Diskon10%","0","20000","4000.0","36000.0","1","discount","2024-12-10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-03-02"
"O0371","C101","Website","TropicalCleanse","2","80000","0","Diskon10%","0","10000","8000.0","72000.0","0","none","2024-11-24",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-01-30"
"O0372","C453","Gym","GreenJuice","3","120000","0","Tidak","1","10000","0.0","120000.0","0","subscription","2024-11-10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-01-28"
"O0373","C068","GrabFood","GreenJuice","1","45000","0","FreeOngkir","0","10000","0.0","45000.0","0","subscription","2024-11-02",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-02-09"
"O0374","C060","Website","BerryBoost","2","90000","0","Diskon10%","0","20000","9000.0","81000.0","1","none","2024-11-14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-02-01"
